product,product_group,product_type,franchise,gender,margin,yearly_targets,daily_targets,country,channel,rrp,sales_qty,discount,sales,cost price,profit,date,image_url
Product 1GIPA,Group B,Type Z,Franchise A,M,0.1,100000,273.9726027,Country B,Channel Z,20,278,0.05,3032,483.6363636,48.36363636,07-11-2022,http://assets.myntassets.com/v1/images/style/properties/Vans-Men-Blue-Casual-Shoes_f9ad04b071e06c34a04e2c0a047d58a1_images.jpg
Product WO6J9,Group A,Type Z,Franchise B,M,0.1,100000,273.9726027,Country A,Channel X,20,318,0.1,3724,1112.727273,111.2727273,06-04-2022,http://assets.myntassets.com/v1/images/style/properties/Crocs-Kids-Navy-Blue-Clogs_dd0334757683ef726ca116cc7b8b6012_images.jpg
Product FPC2G,Group B,Type Z,Franchise A,M,0.2,100000,273.9726027,Country A,Channel Y,30,264,0.05,2899,332.5,66.5,05-05-2022,http://assets.myntassets.com/v1/images/style/properties/9b9622c9c440e59a67c876cf07706f3c_images.jpg
Product EYC3W,Group A,Type X,Franchise B,M,0.3,200000,547.9452055,Country C,Channel Z,10,317,0.05,3136.5,489.6153846,146.8846154,29-12-2022,http://assets.myntassets.com/v1/images/style/properties/498da65eeee9a23f2049449258384d55_images.jpg
Product YN3OT,Group B,Type Y,Franchise C,M,0.2,200000,547.9452055,Country A,Channel Y,20,264,0.1,2752,210,42,29-06-2022,http://assets.myntassets.com/v1/images/style/properties/c0abfa74fe61af6ba9e5f4936f45e6c7_images.jpg
Product PGJMG,Group C,Type X,Franchise C,M,0.1,100000,273.9726027,Country C,Channel Z,20,336,0.15,3962,1329.090909,132.9090909,18-11-2022,http://assets.myntassets.com/v1/images/style/properties/1049df82b306da238c324c6c7031b135_images.jpg
Product UY4DJ,Group A,Type Y,Franchise A,M,0.3,300000,821.9178082,Country A,Channel X,20,292,0.05,3298,613.8461538,184.1538462,19-05-2022,http://assets.myntassets.com/v1/images/style/properties/7cc4a01bf1667b6954fb9d44bfdda095_images.jpg
Product J8E7L,Group B,Type Z,Franchise B,M,0.1,100000,273.9726027,Country A,Channel Z,20,313,0.15,3571,973.6363636,97.36363636,10-07-2022,http://assets.myntassets.com/v1/images/style/properties/cea14ca6ae7273963babfa80798aa61c_images.jpg
Product KOTCZ,Group A,Type Z,Franchise B,M,0.2,100000,273.9726027,Country B,Channel Z,30,343,0.15,4871.5,1976.25,395.25,05-05-2022,http://assets.myntassets.com/v1/images/style/properties/22ab917e5ff62a05d1d932daf35cf158_images.jpg
Product KTPLD,Group A,Type Z,Franchise B,M,0.3,200000,547.9452055,Country C,Channel Z,30,305,0.15,3902.5,1078.846154,323.6538462,09-03-2022,http://assets.myntassets.com/v1/images/style/properties/42344fe581af7a4c62d2a39ceb57be24_images.jpg
Product 1CJTY,Group C,Type Y,Franchise A,M,0.2,100000,273.9726027,Country A,Channel Y,10,334,0.1,3256,630,126,20-02-2022,http://assets.myntassets.com/v1/images/style/properties/US-Polo-Assn-Men-White---Navy-Blue-Shirt_233bed1565b9ac72f62fb685a2223f3c_images.jpg
Product 7SUSY,Group B,Type Z,Franchise B,M,0.2,200000,547.9452055,Country B,Channel Z,30,261,0.05,2813.5,261.25,52.25,05-11-2022,http://assets.myntassets.com/v1/images/style/properties/e5b0ca8a3d69ff5f0d6e2d9303705eb9_images.jpg
Product JWJBL,Group B,Type Y,Franchise A,M,0.2,300000,821.9178082,Country A,Channel X,30,283,0.15,3341.5,701.25,140.25,25-12-2022,http://assets.myntassets.com/v1/images/style/properties/a2826334fe816ee0e95ce93b8aabc90d_images.jpg
Product CMYKP,Group A,Type X,Franchise C,M,0.1,300000,821.9178082,Country A,Channel Y,20,346,0.05,4324,1658.181818,165.8181818,29-09-2022,http://assets.myntassets.com/v1/images/style/properties/Jealous-21-Women-Black-Jeans_6c38590b2ec56b444a760aa56a8ef7e9_images.jpg
Product EBHKI,Group B,Type Z,Franchise C,M,0.1,100000,273.9726027,Country A,Channel X,20,305,0.05,3545,950,95,21-05-2022,http://assets.myntassets.com/v1/images/style/properties/3101e6784596ba83c3fb728bcf5b6187_images.jpg
Product SGTHC,Group B,Type Y,Franchise A,M,0.2,100000,273.9726027,Country C,Channel Z,20,276,0.15,2942,368.3333333,73.66666667,22-12-2022,http://assets.myntassets.com/v1/images/style/properties/21c45000f209a31a74ed47f9ec9ac87e_images.jpg
Product OFMBQ,Group C,Type Y,Franchise C,M,0.2,200000,547.9452055,Country C,Channel Z,20,311,0.1,3598,915,183,22-10-2022,http://assets.myntassets.com/v1/images/style/properties/1133e704c0d02e19ac7b09685788aa40_images.jpg
Product VSH6K,Group C,Type Z,Franchise A,M,0.3,300000,821.9178082,Country C,Channel Z,10,283,0.1,2797,228.4615385,68.53846154,27-02-2022,http://assets.myntassets.com/v1/images/style/properties/Sushilas-Women-Printed-Green-Kurta_c9347616597dbcbe6eca805e1677c269_images.jpg
Product K0I4T,Group B,Type X,Franchise C,M,0.3,100000,273.9726027,Country B,Channel X,20,328,0.1,3904,1080,324,29-12-2022,http://assets.myntassets.com/v1/images/style/properties/Lucera-Women-Silver-Ring_dccb8dafadde1c4759acfb940fcb42e9_images.jpg
Product GRYCY,Group B,Type Z,Franchise C,M,0.3,100000,273.9726027,Country A,Channel X,10,288,0.15,2823,248.4615385,74.53846154,07-04-2022,http://assets.myntassets.com/v1/images/style/properties/117451d5bf32c9ec341a6dfd0c28121a_images.jpg
Product AKAPU,Group A,Type Z,Franchise B,M,0.2,200000,547.9452055,Country B,Channel X,10,330,0.1,3220,600,120,24-07-2022,http://assets.myntassets.com/v1/images/style/properties/f9f0f53a996cd6df9e48e4e685e25047_images.jpg
Product JKSQO,Group B,Type Y,Franchise C,M,0.1,200000,547.9452055,Country C,Channel X,20,346,0.05,4324,1658.181818,165.8181818,24-04-2022,http://assets.myntassets.com/v1/images/style/properties/Ray-Ban-Men-Active-Lifestyle-Copper-Sunglassesb7761297ec669a622453f898fce8759f_images.jpg
Product ELX8F,Group C,Type X,Franchise B,M,0.1,300000,821.9178082,Country B,Channel Z,10,321,0.1,3139,580.9090909,58.09090909,07-05-2022,http://assets.myntassets.com/v1/images/style/properties/6bb0dda205ff23b2b1fda526a3c74374_images.jpg
Product I9UXF,Group B,Type X,Franchise B,M,0.2,200000,547.9452055,Country B,Channel Y,30,267,0.15,2933.5,361.25,72.25,15-09-2022,http://assets.myntassets.com/v1/images/style/properties/9b2dc2cfc35d37aee2f4d46532384605_images.jpg
Product WW6RR,Group C,Type Z,Franchise A,M,0.2,300000,821.9178082,Country C,Channel Z,10,259,0.05,2585.5,71.25,14.25,07-09-2022,http://assets.myntassets.com/v1/images/style/properties/c78acc78b83e4f2e014215d2a302f04b_images.jpg
Product 62WG8,Group A,Type Z,Franchise B,M,0.2,300000,821.9178082,Country A,Channel X,30,293,0.15,3596.5,913.75,182.75,28-09-2022,http://assets.myntassets.com/v1/images/style/properties/112edfec7e1965c0f64ad9eb51cac579_images.jpg
Product 6D2RP,Group A,Type X,Franchise A,M,0.2,100000,273.9726027,Country A,Channel Z,10,255,0.1,2545,37.5,7.5,18-02-2022,http://assets.myntassets.com/v1/images/style/properties/2641289161a53042c64ced38cadb099b_images.jpg
Product F788S,Group A,Type X,Franchise B,M,0.2,200000,547.9452055,Country A,Channel Z,20,278,0.15,2976,396.6666667,79.33333333,15-02-2022,http://assets.myntassets.com/v1/images/style/properties/59433decf845a0c856d3879435d95560_images.jpg
Product KGUJ0,Group A,Type Z,Franchise C,M,0.1,200000,547.9452055,Country C,Channel Y,30,310,0.1,4120,1472.727273,147.2727273,04-09-2022,http://assets.myntassets.com/v1/images/style/properties/b0d3dcd6aaa7274486236fa267ef8cb5_images.jpg
Product S7PRY,Group B,Type X,Franchise A,M,0.2,200000,547.9452055,Country B,Channel Y,20,286,0.05,3184,570,114,22-03-2022,http://assets.myntassets.com/v1/images/style/properties/4d16721ce6d31a02786fa271a40dbc86_images.jpg
Product 7JHUU,Group A,Type Z,Franchise B,M,0.3,300000,821.9178082,Country B,Channel Z,30,317,0.15,4208.5,1314.230769,394.2692308,24-09-2022,http://assets.myntassets.com/v1/images/style/properties/ee617574380de80bee9cce9ec585e8be_images.jpg
Product L6DLU,Group B,Type Y,Franchise A,M,0.2,300000,821.9178082,Country B,Channel Y,10,333,0.1,3247,622.5,124.5,07-10-2022,http://assets.myntassets.com/v1/images/style/properties/7adfef9d7001cdcb9a58822c0c8b615f_images.jpg
Product I10B5,Group A,Type X,Franchise B,M,0.1,200000,547.9452055,Country B,Channel Y,30,344,0.1,5038,2307.272727,230.7272727,01-07-2022,http://assets.myntassets.com/v1/images/style/properties/Rocky-S-Women-Brown-Handbag_5b44f798c0d6b84b00ae5a6316d931af_images.jpg
Product MABYF,Group C,Type Y,Franchise A,M,0.1,300000,821.9178082,Country A,Channel Y,20,264,0.15,2738,216.3636364,21.63636364,06-02-2022,http://assets.myntassets.com/v1/images/style/properties/5fdccf41dafc022f36adea9a7df6751c_images.jpg
Product NCTQW,Group C,Type X,Franchise B,M,0.3,200000,547.9452055,Country B,Channel Y,30,275,0.1,3175,519.2307692,155.7692308,03-09-2022,http://assets.myntassets.com/v1/images/style/properties/9584fab8cde60a77e797973020e5c91d_images.jpg
Product YNP27,Group A,Type Y,Franchise B,M,0.3,300000,821.9178082,Country A,Channel X,30,305,0.15,3902.5,1078.846154,323.6538462,18-03-2022,http://assets.myntassets.com/v1/images/style/properties/28d91b2c102e5742714c7f706a73eeb4_images.jpg
Product CSC6A,Group C,Type Y,Franchise C,M,0.2,100000,273.9726027,Country A,Channel Y,10,317,0.05,3136.5,530.4166667,106.0833333,11-12-2022,http://assets.myntassets.com/v1/images/style/properties/9bd108a473fd6a01005be56f7f0a3807_images.jpg
Product 1VAI1,Group A,Type X,Franchise C,M,0.1,300000,821.9178082,Country A,Channel X,20,264,0.1,2752,229.0909091,22.90909091,21-08-2022,http://assets.myntassets.com/v1/images/style/properties/7648ed40d904bf77502b84894f9cb980_images.jpg
Product GH95Y,Group B,Type X,Franchise C,M,0.2,200000,547.9452055,Country B,Channel Z,30,285,0.1,3445,787.5,157.5,29-04-2022,http://assets.myntassets.com/v1/images/style/properties/daadf44edb9420bbd0d335702cf6e095_images.jpg
Product 6S4JL,Group A,Type X,Franchise C,M,0.3,300000,821.9178082,Country C,Channel Y,30,300,0.05,3925,1096.153846,328.8461538,07-11-2022,http://assets.myntassets.com/v1/images/style/properties/5c0c7cee1d5905a18f6a8d4821ae21aa_images.jpg
Product ZZ2AV,Group C,Type X,Franchise B,M,0.1,200000,547.9452055,Country C,Channel X,10,290,0.1,2860,327.2727273,32.72727273,05-12-2022,http://assets.myntassets.com/v1/images/style/properties/6c411e5ff01a791860ac0807b719cf28_images.jpg
Product R6PSA,Group A,Type Z,Franchise C,M,0.1,300000,821.9178082,Country B,Channel Z,10,325,0.15,3137.5,579.5454545,57.95454545,26-05-2022,http://assets.myntassets.com/v1/images/style/properties/477a546e340e50d1c7d4fb252a146692_images.jpg
Product 6KGKW,Group B,Type X,Franchise C,M,0.3,200000,547.9452055,Country C,Channel Y,30,289,0.15,3494.5,765,229.5,31-08-2022,http://assets.myntassets.com/v1/images/style/properties/16a858c7c58d665ba030df2f9f326086_images.jpg
Product 2IC9H,Group A,Type Z,Franchise B,M,0.2,300000,821.9178082,Country A,Channel Y,20,342,0.05,4248,1456.666667,291.3333333,24-02-2022,http://assets.myntassets.com/v1/images/style/properties/aca469db7fbac91473fc2a810461889d_images.jpg
Product 1X12Q,Group A,Type X,Franchise B,M,0.2,200000,547.9452055,Country A,Channel X,30,329,0.05,4751.5,1876.25,375.25,04-12-2022,http://assets.myntassets.com/v1/images/style/properties/1c5acff37ece119c5adfe594c2b4bdcd_images.jpg
Product 5MP81,Group A,Type Z,Franchise A,M,0.1,300000,821.9178082,Country C,Channel Y,30,262,0.1,2824,294.5454545,29.45454545,12-09-2022,http://assets.myntassets.com/v1/images/style/properties/551485ddc5fa42d1734898e3b32e72c0_images.jpg
Product NU1RW,Group B,Type Y,Franchise B,M,0.1,200000,547.9452055,Country A,Channel Z,10,265,0.1,2635,122.7272727,12.27272727,22-02-2022,http://assets.myntassets.com/v1/images/style/properties/cef99b09020adbc2a0d7e5f9889ce9c4_images.jpg
Product AW25D,Group B,Type Z,Franchise B,M,0.3,300000,821.9178082,Country A,Channel Y,30,256,0.15,2653,117.6923077,35.30769231,03-07-2022,http://assets.myntassets.com/v1/images/style/properties/4d0de24d6538a8507059625949e34878_images.jpg
Product W77A5,Group B,Type Z,Franchise A,M,0.1,100000,273.9726027,Country A,Channel Y,20,283,0.15,3061,510,51,27-10-2022,http://assets.myntassets.com/v1/images/style/properties/50c7dd932d347768b05766e5dd231355_images.jpg
Product WLH0W,Group B,Type Z,Franchise A,M,0.2,100000,273.9726027,Country C,Channel Y,10,286,0.05,2842,285,57,31-03-2022,http://assets.myntassets.com/v1/images/style/properties/ef754e63472dece06abfa6d6c1266d91_images.jpg
Product Q43RF,Group A,Type X,Franchise B,M,0.3,200000,547.9452055,Country A,Channel Y,30,322,0.1,4444,1495.384615,448.6153846,04-11-2022,http://assets.myntassets.com/v1/images/style/properties/ff82e800185f09437bdd38606dbd4ec6_images.jpg
Product K4WW9,Group A,Type Z,Franchise A,M,0.3,100000,273.9726027,Country C,Channel Y,20,258,0.05,2652,116.9230769,35.07692308,23-11-2022,http://assets.myntassets.com/v1/images/style/properties/Q-Q-Men-Silver-Dial-Watch_9bc915bdcff17ce2aa1168cf3a27654e_images.jpg
Product KXKQK,Group C,Type X,Franchise C,M,0.1,100000,273.9726027,Country B,Channel Y,30,327,0.1,4579,1890,189,29-05-2022,http://assets.myntassets.com/v1/images/style/properties/Levis-Men-White-Innerwear-Vest_ead823677896c7f737a55a7750d809c7_images.jpg
Product FM3D7,Group B,Type X,Franchise A,M,0.1,300000,821.9178082,Country C,Channel Y,30,332,0.15,4591,1900.909091,190.0909091,06-11-2022,http://assets.myntassets.com/v1/images/style/properties/Maxima-Men-Black-Dial-Watch_c427a05e5f1d545b2b03ad86b4960427_images.jpg
Product 923RW,Group B,Type X,Franchise B,M,0.1,100000,273.9726027,Country A,Channel Z,30,261,0.05,2813.5,285,28.5,27-05-2022,http://assets.myntassets.com/v1/images/style/properties/f9622342fedb746c6515647f128b94a6_images.jpg
Product T7FHZ,Group B,Type Y,Franchise B,M,0.1,300000,821.9178082,Country B,Channel X,10,316,0.15,3061,510,51,12-05-2022,http://assets.myntassets.com/v1/images/style/properties/cc57b520818a0ada689545d2bdd025d9_images.jpg
Product ZSMU6,Group C,Type Y,Franchise B,M,0.3,200000,547.9452055,Country A,Channel Y,10,333,0.15,3205.5,542.6923077,162.8076923,04-03-2022,http://assets.myntassets.com/v1/images/style/properties/FNF-Green-Collection-for-Wedding-Sari_7e6a7f6bba933b0923861ac3b65c9f5e_images.jpg
Product 9M9YC,Group A,Type X,Franchise B,M,0.3,100000,273.9726027,Country C,Channel Z,10,272,0.1,2698,152.3076923,45.69230769,27-09-2022,http://assets.myntassets.com/v1/images/style/properties/0ea0e6130d5d4c093e0e516f9b43ced6_images.jpg
Product XBJM2,Group A,Type Z,Franchise B,M,0.1,100000,273.9726027,Country C,Channel X,10,287,0.15,2814.5,285.9090909,28.59090909,18-06-2022,http://assets.myntassets.com/v1/images/style/properties/7de650b81e8fd8be54794b6f466f3b8e_images.jpg
Product BKUH6,Group C,Type Z,Franchise C,M,0.3,300000,821.9178082,Country B,Channel Y,30,254,0.15,2602,78.46153846,23.53846154,02-01-2022,http://assets.myntassets.com/v1/images/style/properties/1223bc5aa8de555c058dbafa61b4c6cf_images.jpg
Product VNPDS,Group C,Type X,Franchise A,M,0.3,100000,273.9726027,Country C,Channel X,10,302,0.05,2994,380,114,31-12-2022,http://assets.myntassets.com/v1/images/style/properties/946643c653dae988057d427e72b4d5f6_images.jpg
Product 90M3V,Group C,Type Y,Franchise B,M,0.3,100000,273.9726027,Country C,Channel Z,10,327,0.15,3154.5,503.4615385,151.0384615,25-05-2022,http://assets.myntassets.com/v1/images/style/properties/bbddb8510d402639e0a038bde5ec08bb_images.jpg
Product W38G1,Group A,Type X,Franchise C,M,0.1,200000,547.9452055,Country B,Channel Z,30,272,0.05,3127,570,57,26-10-2022,http://assets.myntassets.com/v1/images/style/properties/b24d6360e5f726e86b7db28e2225894b_images.jpg
Product XO589,Group A,Type Y,Franchise C,M,0.3,100000,273.9726027,Country B,Channel Y,10,318,0.05,3146,496.9230769,149.0769231,05-05-2022,http://assets.myntassets.com/v1/images/style/properties/f0a2359518806948aa76a37b1c9fe2a9_images.jpg
Product WS2P4,Group C,Type Y,Franchise C,M,0.3,100000,273.9726027,Country B,Channel Z,30,311,0.1,4147,1266.923077,380.0769231,08-11-2022,http://assets.myntassets.com/v1/images/style/properties/c843af98fead5393ecf56934e07ca496_images.jpg
Product 9637T,Group B,Type Y,Franchise A,M,0.2,200000,547.9452055,Country C,Channel Z,30,334,0.15,4642,1785,357,03-02-2022,http://assets.myntassets.com/v1/images/style/properties/Catwalk-Women-Brown-Sandals_c094f60d90c695681a6b79cf241777fc_images.jpg
Product E1HPI,Group A,Type Z,Franchise B,M,0.1,100000,273.9726027,Country B,Channel Y,30,313,0.05,4295.5,1632.272727,163.2272727,15-10-2022,http://assets.myntassets.com/v1/images/style/properties/3db0d3544350b8d72f968ede0af3b0d3_images.jpg
Product 87KXH,Group C,Type X,Franchise B,M,0.1,300000,821.9178082,Country C,Channel Y,10,259,0.15,2576.5,69.54545455,6.954545455,13-11-2022,http://assets.myntassets.com/v1/images/style/properties/97f41f38d2fa5f88fa5322daf7f093f6_images.jpg
Product MCITX,Group A,Type X,Franchise A,M,0.3,200000,547.9452055,Country A,Channel Y,20,279,0.05,3051,423.8461538,127.1538462,04-01-2022,http://assets.myntassets.com/v1/images/style/properties/Louis-Philippe-Men-Grey-Sunglasses_1446c537f905743abebac42f5a02f776_images.jpg
Product QPGEL,Group A,Type X,Franchise B,M,0.1,300000,821.9178082,Country C,Channel X,10,251,0.15,2508.5,7.727272727,0.772727273,12-09-2022,http://assets.myntassets.com/v1/images/style/properties/e01152d30659f4099b46cb0c1fcb918b_images.jpg
Product ZRLXC,Group A,Type X,Franchise C,M,0.2,300000,821.9178082,Country A,Channel X,30,257,0.05,2699.5,166.25,33.25,17-11-2022,http://assets.myntassets.com/v1/images/style/properties/f21ff0021d5d5095ed087314e548ea24_images.jpg
Product Z0H68,Group B,Type Z,Franchise C,M,0.1,300000,821.9178082,Country A,Channel X,30,323,0.05,4580.5,1891.363636,189.1363636,06-12-2022,http://assets.myntassets.com/v1/images/style/properties/ef0e264ebd347265da9fcf1bdff4b2f5_images.jpg
Product N41VB,Group B,Type Z,Franchise A,M,0.3,100000,273.9726027,Country B,Channel Z,10,256,0.1,2554,41.53846154,12.46153846,16-08-2022,http://assets.myntassets.com/v1/images/style/properties/f8a2854d9f97f9fde7b768dd3648198d_images.jpg
Product FECMZ,Group B,Type Y,Franchise B,M,0.3,300000,821.9178082,Country C,Channel Y,20,326,0.15,3792,993.8461538,298.1538462,27-04-2022,http://assets.myntassets.com/v1/images/style/properties/0201105e4604bc784525d9cf0e972c40_images.jpg
Product WAVDF,Group B,Type Z,Franchise C,M,0.1,100000,273.9726027,Country B,Channel Z,20,262,0.1,2716,196.3636364,19.63636364,06-10-2022,http://assets.myntassets.com/v1/images/style/properties/3f475c2e490c2e2c653f10aa5a4a4506_images.jpg
Product F42T3,Group B,Type X,Franchise B,M,0.1,200000,547.9452055,Country A,Channel Y,20,255,0.1,2590,81.81818182,8.181818182,07-06-2022,http://assets.myntassets.com/v1/images/style/properties/5b427e7381af213df2d54a17cd193aea_images.jpg
Product FYBPZ,Group A,Type Z,Franchise B,M,0.3,100000,273.9726027,Country A,Channel Z,30,347,0.05,5264.5,2126.538462,637.9615385,21-06-2022,http://assets.myntassets.com/v1/images/style/properties/ea497c53bbc69cb510e3f7b2fe4a7abb_images.jpg
Product 1K7Z1,Group C,Type Z,Franchise C,M,0.3,200000,547.9452055,Country A,Channel X,30,252,0.15,2551,39.23076923,11.76923077,04-01-2022,http://assets.myntassets.com/v1/images/style/properties/47e0bf9f4a04bd6f5901c0f4fc65e54d_images.jpg
Product QB3V2,Group A,Type Y,Franchise C,M,0.1,300000,821.9178082,Country B,Channel X,30,342,0.1,4984,2258.181818,225.8181818,21-06-2022,http://assets.myntassets.com/v1/images/style/properties/4f56561974db43db763f18a06caedbd0_images.jpg
Product 3ZZYA,Group A,Type Y,Franchise B,M,0.2,200000,547.9452055,Country C,Channel Z,10,271,0.1,2689,157.5,31.5,02-07-2022,http://assets.myntassets.com/v1/images/style/properties/75c8932f3b5a274c73e3c94f95540d7b_images.jpg
Product RO0IQ,Group A,Type Z,Franchise A,M,0.2,100000,273.9726027,Country B,Channel X,30,303,0.1,3931,1192.5,238.5,19-09-2022,http://assets.myntassets.com/v1/images/style/properties/ColorBar-Soft-Touch-Mousse-Lipstick-025_9acb45fa8b3bc6021e8ef261642e9de1_images.jpg
